# Project Key:1,Project Name:2,Last Analysis:3,bugs:4,vulnerabilities:5,code_smells:6,security_hotspots:7,reliability_rating:8,security_rating:9,sqale_rating:10,security_review_rating:11,sqale_debt_ratio:12,sqale_index:13,coverage:14,duplicated_lines_density:15,security_hotspots_reviewed:16,new_bugs:17,new_vulnerabilities:18,new_code_smells:19,new_security_hotspots:20,new_reliability_rating:21,new_security_rating:22,new_maintainability_rating:23,new_security_review_rating:24,new_sqale_debt_ratio:25,new_coverage:26,new_duplicated_lines_density:27,new_security_hotspots_reviewed:28,ncloc:29,classes:30,duplications_data:31,lines:32,iz_client:33,comment_lines_density:34,cognitive_complexity:35,duplicated_lines:36,effort_to_reach_maintainability_rating_a:37,iz_component_loggers:38,wont_fix_issues:39,generated_lines:40,major_violations:41,iz_muit_exists:42,iz_debug_loggers:43,new_info_violations:44,test_success_density:45,test_execution_time:46,minor_violations:47,iz_component_vm:48,iz_trace_loggers:49,iz_listener_https:50,skipped_tests:51,test_failures:52,iz_component_ftp:53,iz_api_no_of_apis:54,security_remediation_effort:55,test_errors:56,new_duplicated_lines:57,iz_business_group:58,new_blocker_violations:59,projects:60,iz_error_loggers:61,false_positive_issues:62,iz_component_database:63,branch_coverage:64,iz_global_exception_conf:65,tests:66,team_size:67,iz_scripting_components:68,new_branch_coverage:69,new_lines_to_cover:70,new_violations:71,violations:72,business_value:73,alert_status:74,iz_component_file:75,open_issues:76,iz_mule_version:77,complexity:78,new_technical_debt:79,iz_component_batch:80,ncloc_language_distribution:81,new_major_violations:82,new_conditions_to_cover:83,confirmed_issues:84,iz_info_loggers:85,line_coverage:86,reliability_remediation_effort:87,statements:88,duplicated_blocks:89,new_duplicated_blocks:90,releasability_rating:91,uncovered_lines:92,files:93,new_uncovered_lines:94,iz_component_flows:95,iz_component_ws:96,new_line_coverage:97,new_security_remediation_effort:98,new_uncovered_conditions:99,blocker_violations:100,new_minor_violations:101,reopened_issues:102,critical_violations:103,new_critical_violations:104,uncovered_conditions:105,new_reliability_remediation_effort:106,duplicated_files:107,new_lines:108,directories:109,iz_warn_loggers:110,iz_listener_http:111,quality_gate_details:112,iz_component_dw:113,lines_to_cover:114,info_violations:115,functions:116,comment_lines:117,generated_ncloc:118,burned_budget:119,conditions_to_cover:120,URL:121
3af37cb5-9e60-4b30-b051-8361edf1d3ef:reltio-entities-sapi,reltio-entities-sapi,8/5/2022,0,4,82,0,1,5,1,1,0.10%,639,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,29967,,,30569,,,,0,0,20,0,,6,No,0,0,,,26,0,0,0,,,0,2,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,86,,OK,0,86,4.x,,0,0,api=1913;mule=28054,0,0,0,0,,0,,0,0,,,82,0,5,0,,0,0,16,0,0,3,0,,0,0,31,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",8,,35,,,,,,
3af37cb5-9e60-4b30-b051-8361edf1d3ef:reltio-entities-wdd-sapi,reltio-entities-wdd-sapi,7/14/2022,0,4,63,0,1,5,1,1,0.70%,482,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2415,,,2965,,,,0,0,16,0,,5,No,0,0,,,21,0,0,0,,,0,1,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,67,,OK,0,67,4.x,,0,0,api=974;mule=1441,0,0,0,0,,0,,0,0,,,77,0,4,0,,0,0,12,0,0,1,0,,0,0,6,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",5,,28,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:ri_salesforce-profiles-sapi,ri-profile-salesforce-sapi,1/24/2022,0,6,479,0,1,5,1,1,1.40%,4089,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,9772,,,10230,,,,0,0,99,0,,75,Yes,0,0,,,126,0,0,0,,,0,15,32,,0,NA,0,,0,0,0,,No,,,0,,0,0,485,,OK,0,485,4.x,,0,0,api=4370;mule=5402,0,0,0,0,,0,,0,0,,,222,0,24,0,,0,0,94,0,0,6,0,,0,0,20,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",76,,184,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:rt-cds-cris-sapi,rt-cds-cris-sapi,6/8/2022,62,5,118,0,3,5,1,1,0.20%,691,,3.50%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,11354,,,11783,,0.10%,,408,0,8,0,,49,Yes,0,0,,,105,0,0,0,,,0,0,29,,0,NA,0,,0,0,0,,No,,,0,,0,0,185,,OK,0,185,4.x,6,0,0,api=1968;css=7190;mule=1525;web=671,0,0,0,0,,77,,15,0,,,102,0,3,0,,0,0,17,0,0,2,0,,0,5,4,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",5,,12,,6,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:rt-cds-css-sapi,rt-cds-css-sapi,4/13/2022,62,4,124,0,3,5,1,1,0.20%,715,,3.40%,,,,,,,,,,,,,,11731,,,12163,,0.10%,,408,0,10,0,,49,Yes,0,,,,109,0,0,0,,,0,0,26,,,NA,,,0,0,0,,No,,,0,,,,190,,OK,0,190,4.x,6,,0,api=1968;css=7190;mule=1902;web=671,,,0,0,,77,,15,,,,107,,3,1,,,,16,,0,1,,,,5,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",7,,15,,6,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:rt-cds-eapi,rt-cds-eapi,6/8/2022,62,3,176,0,3,5,1,1,0.30%,1065,0.00%,1.90%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,12705,1,,13145,,0.10%,4,246,0,21,0,,58,Yes,0,0,,,130,0,0,0,,,0,2,23,,0,NA,0,,0,0,0,,No,,,0,,0,0,241,,OK,0,241,4.x,12,0,0,api=2443;css=7190;java=22;mule=2491;web=559,0,0,0,2,0.00%,77,12,11,0,,12,174,0,6,0,,0,0,16,0,0,3,0,,0,5,8,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",13,12,34,1,8,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:rt-cds-papi,rt-cds-papi,4/13/2022,0,4,224,0,1,5,1,1,1.00%,1326,0.00%,0.00%,,,,,,,,,,,,,,4531,1,,4821,,0.00%,15,0,0,36,0,,13,Yes,0,,,,139,0,0,0,,,0,0,26,,,NA,,,0,0,0,,No,,,0,,,,228,,OK,0,228,4.x,9,,0,api=806;java=36;mule=3689,,,0,0,0.00%,0,20,0,,,22,75,,6,0,,,,19,,0,8,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",17,22,49,1,0,,,,
3af37cb5-9e60-4b30-b051-8361edf1d3ef:sailpoint-entities-papi,sailpoint-entities-papi,8/5/2022,0,4,100,0,1,5,1,1,0.00%,815,,0.00%,,0,0,20,0,1,1,1,1,0.00%,,0.00%,,161548,,,162154,,,,0,0,23,0,,12,No,0,6,,,30,0,0,0,,,0,3,26,,0,NA,6,,0,0,0,,No,,,0,,0,20,104,,OK,0,104,4.x,,182,0,api=1841;mule=159707,4,0,0,1,,0,,0,0,,,89,0,6,0,,0,0,22,4,0,3,0,,0,0,210,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",8,,37,,,,,,
3af37cb5-9e60-4b30-b051-8361edf1d3ef:sailpoint-entities-wdd-papi,sailpoint-entities-wdd-papi,7/14/2022,0,4,65,0,1,5,1,1,0.50%,506,,0.00%,,,,,,,,,,,,,,3077,,,3622,,,,0,0,16,0,,7,No,0,,,,21,0,0,0,,,0,1,26,,,NA,,,0,0,0,,No,,,0,,,,69,,OK,0,69,4.x,,,0,api=1398;mule=1679,,,0,0,,0,,0,,,,77,,4,0,,,,12,,0,2,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,,27,,,,,,
3af37cb5-9e60-4b30-b051-8361edf1d3ef:sailpoint-wdd-papi,sailpoint-wdd-papi,6/3/2022,0,4,63,0,1,5,1,1,0.70%,479,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2395,,,2940,,,,0,0,16,0,,3,Yes,0,0,,,21,0,0,0,,,0,1,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,67,,OK,0,67,4.x,,0,0,api=970;mule=1425,0,0,0,0,,0,,0,0,,,78,0,4,0,,0,0,15,0,0,1,0,,0,0,1,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",5,,27,,,,,,
Salesforce-GBE,Salesforce-GBE,9/28/2022,867,910,10700,92,5,4,1,5,2.80%,120711,,4.30%,0,0,0,0,0,1,1,1,1,0.00%,,,,146181,1126,,681845,,17.60%,,29091,0,0,0,,6611,,0,0,,,5206,0,0,0,,,0,0,26355,,0,,0,,0,0,0,,,,,0,,0,0,12477,,OK,0,12477,,27690,0,0,css=2255;sf=130506;vf=10841;web=2579,0,0,0,0,,12694,194547,2002,0,,,2358,0,0,0,,0,0,2,0,0,622,0,,0,216,0,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",0,,36,5447,31163,,,,
Salesforce-GF,Salesforce-GF,2/16/2022,981,2339,12639,58,4,4,1,5,3.60%,159828,,11.30%,0,,,,,,,,,,,,,146300,834,,320667,,12.90%,,36189,0,0,0,,10064,,0,,,,5051,0,0,0,,,0,0,64275,,,,,,0,0,0,,,,,0,,,,15959,,OK,0,15959,,36066,,0,css=51;sf=123807;vf=21638;web=804,,,0,0,,16005,190149,3090,,,,2846,,0,0,,,,41,,0,795,,,,255,,,0,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,,8,3649,21628,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:salesforce-items-sapi,salesforce-items-sapi,5/17/2022,0,6,218,0,1,5,1,1,0.80%,1186,,0.00%,,,,,,,,,,,,,,4840,,,5667,,,,0,0,8,0,,15,Yes,0,,,,161,0,0,0,,,0,1,43,,,NA,,,0,0,0,,No,,,0,,,,224,,OK,0,224,4.x,,,0,api=2781;mule=2059,,,0,0,,0,,0,,,,131,,10,0,,,,21,,0,3,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",12,,24,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:salesforce-timeinfo-sapi,salesforce-timeinfo-sapi,5/17/2022,0,6,265,0,1,5,1,1,1.20%,1979,,0.00%,,,,,,,,,,,,,,5402,,,7976,,,,0,0,25,0,,16,Yes,0,,,,145,0,0,0,,,0,9,43,,,NA,,,0,0,0,,No,,,0,,,,271,,OK,0,271,4.x,,,0,api=3092;mule=2310,,,0,0,,0,,0,,,,185,,14,0,,,,64,,0,2,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",24,,44,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:salesforce-workorders-sapi,salesforce-workorders-sapi,5/17/2022,0,6,53661,0,1,5,2,1,8.50%,162684,,0.00%,,0,0,4880,0,1,1,1,1,0.00%,,0.00%,,63642,,,65649,,,,0,67221,44,0,,53,Yes,0,9,,,53465,0,0,0,,,0,8,32,,0,NA,12,,0,0,0,,No,,,3,,0,4880,53667,,OK,0,53667,4.x,,14859,0,api=5232;mule=58410,3,0,0,4,,0,,0,0,,,208,0,25,0,,0,0,59,4856,0,3,0,,0,0,5617,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",49,,87,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:sap-financials-sapi,sap-financials-sapi,5/2/2022,0,5,381,0,1,5,1,1,0.90%,1684,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,6079,,,7347,,,,0,0,15,0,,11,Yes,0,0,,,319,0,0,0,,,0,5,29,,0,NA,0,,0,0,0,,No,,,0,,0,0,386,,OK,0,386,4.x,,0,0,api=3971;mule=2108,0,0,0,0,,0,,0,0,,,189,0,10,5,,0,0,22,0,0,3,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",16,,31,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:sap-items-sapi,sap-items-sapi,10/20/2022,12,16,541,1,3,5,1,5,2.00%,3525,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,6004,,,7136,,,,0,0,21,0,,76,Yes,0,0,,,437,0,0,0,,,0,4,167,,0,NA,0,,0,0,0,,No,,,0,,0,0,569,,OK,0,569,4.x,,0,0,api=3552;mule=2452,0,0,0,0,,180,,0,0,,,171,0,15,4,,0,0,5,0,0,7,0,,0,0,22,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",19,,44,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:sap-premiseassets-sapi,sap-premiseassets-sapi,4/8/2022,0,5,184,0,1,5,1,1,0.70%,849,,0.00%,,,,,,,,,,,,,,3946,,,4228,,,,0,0,6,0,,9,Yes,0,,,,152,0,0,0,,,0,1,29,,,NA,,,0,0,0,,No,,,0,,,,189,,OK,0,189,4.x,,,0,api=2570;mule=1376,,,0,0,,0,,0,,,,126,,5,1,,,,13,,0,2,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,,13,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:sap-timeinfo-sapi,sap-timeinfo-sapi,4/7/2022,0,6,252,0,1,5,1,1,1.00%,1345,,0.00%,,,,,,,,,,,,,,4444,,,4844,,,,0,0,20,0,,7,Yes,0,,,,183,0,0,0,,,0,4,43,,,NA,,,0,0,0,,No,,,0,,,,258,,OK,0,258,4.x,,,0,api=2439;mule=2005,,,0,0,,0,,0,,,,147,,9,1,,,,27,,0,6,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",15,,35,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:sap-workorders-sapi,sap-workorders-sapi,8/5/2022,0,4,270,0,1,5,1,1,0.90%,1286,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,4776,,,8683,,,,0,0,12,0,,10,Yes,0,0,,,215,0,0,0,,,0,2,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,274,,OK,0,274,4.x,,0,0,api=3060;mule=1716,0,0,0,0,,0,,0,0,,,165,0,6,2,,0,0,22,0,0,1,0,,0,0,3525,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",7,,26,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:sbus-events-app,sbus-events-app,10/20/2022,0,1,49,0,1,5,1,1,0.60%,324,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,1691,,,2914,,,,0,0,12,0,,6,Yes,0,0,,,16,0,0,0,,,0,0,3,,0,NA,0,,0,0,0,,No,,,0,,0,0,50,,OK,0,50,4.x,,0,0,mule=1691,0,0,0,0,,0,,0,0,,,52,0,4,0,,0,0,1,0,0,3,0,,0,0,1,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",10,,24,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:sendgrid-notifications-sapi,sendgrid-notifications-sapi,6/2/2022,0,4,56,0,1,5,1,1,0.40%,497,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,4103,,,4175,,,,0,0,12,0,,3,Yes,0,0,,,15,0,0,0,,,0,3,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,60,,OK,0,60,4.x,,0,0,api=2470;mule=1633,0,0,0,0,,0,,0,0,,,105,0,4,0,,0,0,19,0,0,2,0,,0,0,2,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",7,,21,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:serviceorders-external-proxy,serviceorders-external-proxy,5/12/2022,0,4,266,0,1,5,1,1,1.00%,1284,16.70%,0.00%,,,,,,,,,,,,,,4385,,,4563,,,,0,0,10,0,,8,Yes,0,,,,210,0,0,0,,,0,6,26,,,NA,,,0,0,0,,No,,,0,,,,270,,OK,0,270,4.x,,,0,api=2751;mule=1634,,,0,0,16.70%,0,,0,,,15,113,,6,0,,,,24,,0,6,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5,18,22,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:serviceorders-papi,serviceorders-papi,5/17/2022,0,5,842,0,1,5,1,1,3.00%,7305,,0.00%,,,,,,,,,,,,,,8184,,,30754,,,,0,0,53,0,,19,Yes,0,,,,386,0,0,0,,,0,11,29,,,NA,,,0,0,0,,No,,,0,,,,847,,OK,0,847,4.x,,,0,api=4184;mule=4000,,,0,0,,0,,0,,,,294,,21,0,,,,341,,0,15,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",40,,86,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:services-papi,services-papi,4/7/2022,0,4,57,0,1,5,1,1,0.60%,578,,0.00%,,,,,,,,,,,,,,3485,,,3994,,,,0,0,20,0,,6,Yes,0,,,,24,0,0,0,,,0,1,23,,,NA,,,0,0,0,,No,,,0,,,,61,,OK,0,61,4.x,,,0,api=1295;mule=2190,,,0,0,,0,,0,,,,78,,5,0,,,,25,,0,4,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,,2,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:sf-billacc-roleid-mc-sapi,sf-billacc-roleid-mc-sapi,4/12/2022,0,5,180,0,1,5,1,1,0.90%,1580,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,5588,,,5915,,,,0,0,37,0,,43,Yes,0,0,,,53,0,0,0,,,0,2,40,,0,NA,0,,0,0,4,,No,,,0,,0,0,185,,OK,0,185,4.x,,0,0,api=2831;mule=2757,0,0,0,0,,0,,0,0,,,126,0,13,0,,0,0,16,0,0,11,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",48,,62,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:sf-datasync-updates-udm-sapi,sf-datasync-updates-udm-sapi,5/16/2022,0,5,184,0,1,5,1,1,0.80%,1472,,0.00%,,,,,,,,,,,,,,6008,,,6666,,,,0,0,44,0,,21,Yes,0,,,,60,0,0,0,,,0,3,40,,,NA,,,0,0,7,,No,,,0,,,,189,,OK,0,189,4.x,,,0,api=3053;mule=2955,,,0,0,,0,,0,,,,159,,13,0,,,,20,,0,17,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",49,,71,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:sf-events-app,sf-events-app,10/27/2022,0,5,323,1,1,5,1,5,2.10%,2193,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3524,,,5591,,,,0,0,86,0,,54,Yes,0,0,,,106,0,0,0,,,0,0,18,,0,NA,0,,0,0,0,,No,,,0,,0,0,328,,OK,0,328,4.x,,0,0,mule=3524,0,0,0,0,,0,,0,0,,,66,0,19,0,,0,0,1,0,0,4,0,,0,0,1,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",44,,163,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:sfdc-customer-eapi,sfdc-customer-eapi,5/16/2022,0,4,18,0,1,5,1,1,0.40%,169,,0.00%,,,,,,,,,,,,,,1551,,,2054,,,,0,0,0,0,,3,Yes,0,,,,3,0,0,0,,,0,1,26,,,NA,,,0,0,0,,No,,,0,,,,22,,OK,0,22,4.x,,,0,api=147;mule=1404,,,0,0,,0,,0,,,,38,,2,0,,,,8,,0,1,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",5,,7,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:snow-tickets-sapi,snow-tickets-sapi,12/29/2021,0,4,353,0,1,5,1,1,1.40%,3365,,0.00%,,,,,,,,,,,,,,7751,,,8415,,,,0,0,47,0,,17,Yes,0,,,,63,0,0,0,,,0,11,26,,,NA,,,0,0,0,,No,,,0,,,,357,,OK,0,357,4.x,,,0,api=3817;mule=3934,,,0,10,,0,,0,,,,173,,16,0,,,,140,,0,14,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",21,,123,,,,,,
